primary_question,answer
公对公转账销售可以积分吗？,"image {https://prod-ai-talk.oss-cn-beijing.aliyuncs.com/know/prod/2022/11/17/16686638353746823.jpg?Expires=4822263835&OSSAccessKeyId=LTAI4FoeSXRLXKE7RJkj4q9Z&Signature=z394wFcausi3qDXLSuJETzzQsE0%3D}
text {公对公销售不计入会员销售占比，不发放积分。
可申请将公对公销售金额从会员销售分母中剔除，不影响坪效考核。
发起流程
推广员工核实信息-拉群报备-审批完成后同步流量运营中心-大数据操作数据剔除
云图梭群报备
云图梭审批人
地区商运项目推广经理、地区商运项目负责人、地区商运推广中心负责人 、地区商运项目负责人、流量在线BPO、集团商业流量运营职能负责人、集团赋能平台大会员及珑珠客服员工（xingliang）、集团赋能平台大会员及珑珠运营中心负责人（shilei）
抄送：集团赋能平台安全创新安全审计专员（mitao），
群内拉wutingting02，完成审批后艾特wutingting02进行处理。
审批材料需提供
公对公转账记录截图、品牌盖章公函（保证销售真实性）、小天业绩销售证明，确认后当比销售额不计入会员销售计算中的分母。}"
私对公转账销售能积分吗？,"image {https://prod-ai-talk.oss-cn-beijing.aliyuncs.com/know/prod/2022/11/17/16686639258852729.jpg?Expires=4822263925&OSSAccessKeyId=LTAI4FoeSXRLXKE7RJkj4q9Z&Signature=CqrYWK0e7APzrrdFakqribFfq%2FI%3D}
text {发起流程
仅支持30天内的订单补录，以订单小票时间开始计算。
推广员工核实信息-拉群报备-审批完成后项目推广员工进行积分补录操作-会员大使告知用户（电话/短信）
（珑珠客服进线只需创建工单流转至项目会员大使，无需其他操作）
云图梭群报备
云图梭审批人
地区商运项目推广经理、地区商运项目负责人、地区商运推广中心负责人 、地区商运负责人、地区财务中心负责人、流量在线BPO、流量运营中心负责人
审批材料需提供
用户私对公转账记录截图、品牌盖章公函（保证销售真实性）、小天业绩销售证明（当日会员销售额+当日补录销售额）确认计入会员销售。
注意事项
1）销售有效性。需确认当天已知该品牌营业额必须（会员销售额+待补登销售额）品牌当天在小天内上报销售额。
积分补录申请需提交
1.项目提交时需填写备注说明
【此单为私对公补录，已云图梭报备，相关证明材料如下，烦请审核；】
2.项目提交时需上传图片附件（2张）
1）云图梭审批通过截图 2）用户私对公转账记录截图
Tips材料样例}image {https://idoc.longfor.com/editor-server/doc/wWMCc8JdshQhcOUc1Si5n2K3UZuN/resources/xchv-CNlt-8ZIV6F3h8sog0aNWaKom5B51LDkjuQZ7k.png?token=W.ilTK1IEbuYe6FiLpTcmwm9ZXIuIDMbLtNQkmb-RmcLMcEaM}
image {https://idoc.longfor.com/editor-server/doc/wWMCc8JdshQhcOUc1Si5n2K3UZuN/resources/5kssRnXwEUQg-4-EwWQQZ9eIIaV6qpsb8AqDAGeZDDQ.png?token=W.ilTK1IEbuYe6FiLpTcmwm9ZXIuIDMbLtNQkmb-RmcLMcEaM}
"
推广在线目标导入指引,"推广在线目标导入指引.pdf
推广在线Q&A .pdf"
C2灵犀操作手册+Q&A,C2灵犀操作手册+Q&A.pdf
推广在线-库房管理操作指引,推广物资系统操作指引.pdf
推广在线操作手册,"推广台账操作手册（推广在线部分）.pdf
推广台账操作手册（执行确认平台部分）.pdf"
推广台账操作注意事项,推广台账注意事项.pdf
营销活动绑定推广动作,日月湖对接推广在线培训手册.pdf
日月湖订单分账流程说明,日月湖订单分账介绍0422
日月湖开票介绍,日月湖开票介绍
发券工具及核销,发券工具及核销说明
小程序运营规范,"image {https://prod-ai-talk.oss-cn-beijing.aliyuncs.com/know/prod/2022/11/17/16686625525071125.jpg?Expires=4822262552&OSSAccessKeyId=LTAI4FoeSXRLXKE7RJkj4q9Z&Signature=9seO5lik04pH6UPkYdSATtcobfA%3D}
"
怎么申请玲珑塔权限？,"权限自助门户：https://am.longfor.com/#/dashboard?entry=newOA_app
申请【活动管理专员角色】"
定时抽奖收款账户是什么？,"玲珑塔收款账户明细请查看如下连接
https://idoc.longfor.com/excel/eu5PE17jNDEKr4sA5QRTlKHZBkfK?sheet=test1"
珑珠码的链接是什么？,"珑珠码配置链接：
/pages/needLoginWebview?src=https%3A%2F%2Fpay.longfor.com%2Flongball-payment-methods%2F%23%2FpaymentQrcode%3FbusinessSource%3D02%26sysType%3DWALLET%26canShare%3D0%26needStoreId%3D1%26%26token%3DreplaceToken"
满额赠珑珠券退款会扣回券吗,"用户消费参与满额赠活动奖励珑珠券后，将珑珠券核销使用后。进行满额赠活动订单进行退款。
建议引导用户先进行用券订单退款，再进行满额活动订单退款。这样系统会回扣用户奖励珑珠券，并退回活动参与次数。
如果奖励珑珠券已核销，进行满额赠活动退款，珑珠券不会扣回，也不会退回活动参与次数。且有被风控无法参与活动的风险。
例如：用户参与满100元赠500珑珠券活动，购买一件衣服100元获得一张500珑珠券。用户使用500珑珠券购买一个水杯。
此时用户需要将100元衣服订单进行退款，商户同意退款。500珑珠券不会扣回，活动参与次数不会退回，且用户可能被风控无法再参与所有满额赠活动。
正确建议-引导用户将500珑珠券的水杯订单进行退款，珑珠券变成待核销状态。再进行100元衣服订单退款。珑珠券扣回，活动次数退回用户，用户可继续参与满额赠活动。"
满额赠退款后用户还能参加活动吗？,"1、满额赠珑珠券
用户退款，珑珠券未使用，珑珠券扣回，珑珠券回到奖励池内。用户参与机会返还，可继续参与；
用户图款，珑珠券已使用，珑珠券不扣回（有被风控风险），用户参与机会不返还；
2、满额赠珑珠
1）用户退款，用户珑珠余额奖励获得金额，珑珠全部扣回，珑珠回到奖励池内，用户参与机会不返还。
2）用户退款，0用户珑珠余额＜奖励获得金额，将用户珑珠扣成负账户，珑珠部分退回，珑珠回到奖励池内，用户参与机会不返还。
3）用户退款，用户珑珠余额=0，将用户珑珠扣成负账户，用户参与机会不返还。"
满额赠活动最高满返比例是多少？,"满额赠珑珠满额赠珑珠券，最高满赠比例为1:3。
例如满100元，最高可赠300珑珠；满100元，最高可赠300珑珠券（300珑珠代金券，或满1000元减300珑珠券）。
日常不可超过比例，如遇周年庆、开业等特殊重大节点需要突破比例。
需云图梭拉群报备：项目推广负责人、项目总、区域推广负责人、集团流量运营中心负责人。群内抄送wutingting02（无需审批），听过后艾特wutingting02进行后台修改比例操作。"
券为什么没核销成功？,"小天核销：没有关联订单，门槛和抵扣金额全是由小b自行校验，不满足要求也能核销。
pos和c扫b核销，支付全流程都是在我们的端上完成，是可以校验门槛和使用条件的。
例如：66活动的满600-100。
小天无法校验，即使用户购买的是90元订单，商户配合的话是可以核销该券，用600-100的券抵扣90元的订单的。
pos和c扫b，用户订单一定要达到600元，该券才可使用，剩余500元必须在pos或c扫b完成。
注意！！！
卡券扫核销码核销成功，必须完成全部金额=核销成功。
举例：
①用户有600-100的券、1000珑珠。用户下单600元。
② POS输入600元，扫600-100卡券后点击下一步（此时卡券冻结）。此时卡券并没有核销成功
③点击使用珑珠输入1000珑珠后点击下一步（此时出珑珠小票）。 此时卡券并没有核销成功
③剩余400元，必须在POS上完成支付。支付完成。此时卡券核销成功
如果在支付完珑珠出珑珠小票后离开POS，卡券未核销成功卡券会冻结。
解冻方法 1.在POS继续完成这次600元订单剩余的400元支付，卡券核销成功。 2.取消该订单，珑珠退回，卡券解冻。
总结：商户POS核销+尾款支付务必一并完成，避免A商户以为已核销，实际卡券只被冻结，用户30分钟后至B商户再次核销，A商户会短款风险"
